Category,Fuel,Segment,Euro Standard,Technology,Pollutant,Mode,Road Slope,Load,Min Speed [km/h],Max Speed [km/h],Alpha,Beta,Gamma,Delta,Epsilon,Zita,Hta,Thita,Reduction Factor [%],Bio Reduction Factor [%],120,EF [g/km] or ECF [MJ/km]
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,NOx,,"0,04",0,5,85,"0,001","0,07","-0,52","2,67","0,008","-0,052","0,12",0,"0,0%","0,0%",85,"0,209"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,NOx,,"0,04","0,5",5,80,"0,001","0,092","-0,902","2,95","0,008","-0,049","0,1",0,"0,0%","0,0%",80,"0,2424"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,NOx,,"0,04",1,5,65,"0,012","-0,11","1,552","-4,67","0,024","-0,108","0,08",0,"0,0%","0,0%",65,"0,4526"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,NOx,,"0,06",0,5,85,"0,002","0,127","-1,21","4,8","0,014","-0,083","0,18",0,"0,0%","0,0%",85,"0,2404"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,NOx,,"0,06","0,5",5,65,"0,02","0,057","-2,368","18,38","0,042","-0,127","0,36",0,"0,0%","0,0%",65,"0,5124"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,NOx,,"0,06",1,5,50,"0,07","-0,165","2,866","1,18","0,122","-0,155","-0,08",0,"0,0%","0,0%",50,"0,569"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,VOC,,"-0,06",0,5,70,"-0,005","0,347","-1,291","0,59","0,465","-1,573",0,0,"0,0%","0,0%",70,"0,0003"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,VOC,,"-0,06","0,5",5,70,"-0,01","0,67","0,127","0,23","1,061","0,431","0,68",0,"0,0%","0,0%",70,"0,0001"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,VOC,,"-0,06",1,5,65,"-0,009","0,658","0,155","0,23","1,096","0,425","0,63",0,"0,0%","0,0%",65,"0,0007"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,VOC,,"-0,04",0,5,85,"-0,009","0,806","-0,139","0,17",1,"0,449","0,62",0,"0,0%","0,0%",85,"0,0008"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,VOC,,"-0,04","0,5",5,85,"-0,009","0,773","-0,143","0,23","1,002","0,471","0,61",0,"0,0%","0,0%",85,"0,0002"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,VOC,,"-0,04",1,5,85,"-0,002","0,154","-0,775","2,05","0,2","-1,138","3,67",0,"0,0%","0,0%",85,0
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,VOC,,"-0,02",0,5,85,0,"-0,022","1,316","1,87","-0,015","1,299","4,03",0,"0,0%","0,0%",85,"0,0137"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,VOC,,"-0,02","0,5",5,85,"-0,002","0,3","-0,929","1,42","0,303","-0,647","1,2",0,"0,0%","0,0%",85,"0,005"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,VOC,,"-0,02",1,5,85,"-0,002","0,325","-0,576","1,18","0,323","-0,119","1,19",0,"0,0%","0,0%",85,"0,0043"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,VOC,,0,0,5,85,"0,001","0,117","1,746","-0,73","0,093","1,978",0,0,"0,0%","0,0%",85,"0,0202"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,VOC,,0,"0,5",5,85,0,"0,083","1,27","-0,46","0,063","1,469",0,0,"0,0%","0,0%",85,"0,0206"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,VOC,,0,1,5,85,"0,001","0,106","1,521","-0,45","0,074","1,82",0,0,"0,0%","0,0%",85,"0,0211"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,VOC,,"0,02",0,5,85,0,"0,054","1,532","-0,72","0,026","1,537",0,0,"0,0%","0,0%",85,"0,0247"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,VOC,,"0,02","0,5",5,85,"0,014","0,716","-2,202","0,86","0,746","-1,843",0,0,"0,0%","0,0%",85,"0,0308"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,VOC,,"0,02",1,5,85,0,"0,067","2,587","-1,07","-0,001","2,64",0,0,"0,0%","0,0%",85,"0,0329"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,VOC,,"0,04",0,5,85,0,"0,023","2,597","-1,45","-0,017","2,388",0,0,"0,0%","0,0%",85,"0,0359"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,VOC,,"0,04","0,5",5,80,0,"0,035","1,51","-0,7","-0,011","1,471",0,0,"0,0%","0,0%",80,"0,0353"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,VOC,,"0,04",1,5,65,0,"0,043","1,489","-0,65","-0,009","1,439",0,0,"0,0%","0,0%",65,"0,0426"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,VOC,,"0,06",0,5,85,0,"0,025","1,47","-0,77","-0,013","1,382",0,0,"0,0%","0,0%",85,"0,0334"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,VOC,,"0,06","0,5",5,65,"-0,001","0,046","1,633","-0,77","-0,012","1,545",0,0,"0,0%","0,0%",65,"0,0427"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,VOC,,"0,06",1,5,50,"0,005","0,181","-0,095","-1,51","0,136","0,262","-2,05",0,"0,0%","0,0%",50,"0,0613"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,PM Exhaust,,"-0,06",0,10,70,0,"0,002","-0,042","0,26","0,022","-0,472","2,98",0,"0,0%","0,0%",70,0
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,PM Exhaust,,"-0,06","0,5",10,65,0,"0,002","-0,036","0,21","0,02","-0,428","2,61",0,"0,0%","0,0%",65,"0,0001"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,PM Exhaust,,"-0,06",1,10,65,0,"0,004","-0,063","0,35","0,039","-0,804","4,6",0,"0,0%","0,0%",65,"0,0001"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,PM Exhaust,,"-0,04",0,10,80,"-0,002","0,16","0,001","0,12","1,511","0,464","0,35",0,"0,0%","0,0%",80,0
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,PM Exhaust,,"-0,04","0,5",10,80,"-0,002","0,144","0,035","0,16","1,501","0,474","0,35",0,"0,0%","0,0%",80,"0,0001"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,PM Exhaust,,"-0,04",1,10,80,"-0,001","0,108","0,19","0,77","1,265","0,429","0,29",0,"0,0%","0,0%",80,"0,0001"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,PM Exhaust,,"-0,02",0,10,85,0,"-0,001","0,077","0,54","-0,007","0,628","5,08",0,"0,0%","0,0%",85,"0,0016"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,PM Exhaust,,"-0,02","0,5",10,85,"-0,001","0,201","-0,073","-0,14","1,564","0,414","0,39",0,"0,0%","0,0%",85,"0,0006"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,PM Exhaust,,"-0,02",1,10,85,"-0,002","0,208","-0,176",0,"1,537","0,406","0,37",0,"0,0%","0,0%",85,"0,0005"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,PM Exhaust,,0,0,10,85,"0,002","0,163","-0,006","0,63","1,32","0,466","0,3",0,"0,0%","0,0%",85,"0,0027"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,PM Exhaust,,0,"0,5",10,85,0,0,"0,029","0,62","-0,002","0,109","5,48",0,"0,0%","0,0%",85,"0,0031"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,PM Exhaust,,0,1,10,85,"0,001","0,173","-0,232","0,87","1,152","0,536","0,28",0,"0,0%","0,0%",85,"0,0029"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,PM Exhaust,,"0,02",0,10,85,"0,003","0,199","0,017","0,13","1,489","0,464","0,37",0,"0,0%","0,0%",85,"0,0037"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,PM Exhaust,,"0,02","0,5",10,85,0,"0,001","0,228","1,34","-0,01","1,154","11,98",0,"0,0%","0,0%",85,"0,0043"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,PM Exhaust,,"0,02",1,10,85,0,"0,001","-0,003","0,58","0,015","-0,234","4,94",0,"0,0%","0,0%",85,"0,0048"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,PM Exhaust,,"0,04",0,10,85,"0,003","0,188","-0,193","0,81","1,192","0,522","0,28",0,"0,0%","0,0%",85,"0,0044"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,PM Exhaust,,"0,04","0,5",10,80,"0,001","0,037","0,256","0,01","0,16","2,112","0,32",0,"0,0%","0,0%",80,"0,0054"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,PM Exhaust,,"0,04",1,10,65,0,0,"0,065","0,54","-0,002","0,145","4,72",0,"0,0%","0,0%",65,"0,0069"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,PM Exhaust,,"0,06",0,10,85,0,"0,003","0,098","0,53","0,017","0,406","4,83",0,"0,0%","0,0%",85,"0,0052"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,PM Exhaust,,"0,06","0,5",10,65,0,"0,029","0,282","0,01","0,067","2,251","0,41",0,"0,0%","0,0%",65,"0,0066"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,PM Exhaust,,"0,06",1,10,50,0,0,"0,04","0,63","0,013","-0,122","5,24",0,"0,0%","0,0%",50,"0,0093"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,FC,,"-0,06",0,5,70,"-0,003","0,202","-1,176","2,66","0,002","-0,016","0,05",0,"0,0%","0,0%",70,"0,0749"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,FC,,"-0,06","0,5",5,75,"-0,002","0,128","-0,779","2,41","0,002","-0,015","0,05",0,"0,0%","0,0%",75,"0,045"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,FC,,"-0,06",1,5,80,"-0,001","0,11","-0,634","2,35","0,001","-0,015","0,06",0,"0,0%","0,0%",80,"0,0299"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,FC,,"-0,04",0,5,85,"-0,005","0,458","-2,146","4,07","0,003","-0,019","0,05",0,"0,0%","0,0%",85,"0,167"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,FC,,"-0,04","0,5",5,85,"-0,003","0,3","-1,474","2,73","0,002","-0,012","0,03",0,"0,0%","0,0%",85,"0,1736"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,FC,,"-0,04",1,5,85,"-0,003","0,331","-1,646","3,02","0,002","-0,013","0,04",0,"0,0%","0,0%",85,"0,2165"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,FC,,"-0,02",0,5,85,"-0,001","0,471","-1,664","2,92","0,003","-0,009","0,03",0,"0,0%","0,0%",85,"1,6828"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,FC,,"-0,02","0,5",5,85,"-0,003","0,596","-2,351","3,49","0,003","-0,007","0,02",0,"0,0%","0,0%",85,"1,5219"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,FC,,"-0,02",1,5,85,"-0,006","0,823","-3,212","1,86","0,003","0,005","-0,04",0,"0,0%","0,0%",85,"1,4297"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,FC,,0,0,5,85,"0,023","0,355","5,256","8,08","0,004","-0,01","0,28",0,"0,0%","0,0%",85,"6,4662"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,FC,,0,"0,5",5,85,"0,027","0,796","-1,901","6,13","0,005","-0,014","0,08",0,"0,0%","0,0%",85,"7,8789"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,FC,,0,1,5,85,"0,032","1,384","-3,961","5,96","0,005","-0,004","0,03",0,"0,0%","0,0%",85,"9,2503"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,FC,,"0,02",0,5,85,"0,003","0,225","13,866","-4,79",0,"0,047","0,21",0,"0,0%","0,0%",85,"12,7364"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,FC,,"0,02","0,5",5,85,"0,084","-0,087","8,7","8,39","0,005","-0,027","0,33",0,"0,0%","0,0%",85,"17,2813"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,FC,,"0,02",1,5,85,"0,34","0,55","6,365","23,94","0,017","-0,085","0,52",0,"0,0%","0,0%",85,"22,0279"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,FC,,"0,04",0,5,85,"0,006","0,381","12,242","-4,03",0,"0,038","0,17",0,"0,0%","0,0%",85,"19,2896"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,FC,,"0,04","0,5",5,80,"0,141","-0,544","14,634","7,9","0,005","-0,026","0,37",0,"0,0%","0,0%",80,"27,2676"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,FC,,"0,04",1,5,65,"0,789","1,871","4,479","18,01","0,024","-0,05","0,33",0,"0,0%","0,0%",65,"35,1701"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,FC,,"0,06",0,5,85,"0,028","0,368","13,089","-1,84","0,001","0,027","0,2",0,"0,0%","0,0%",85,"25,3721"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,FC,,"0,06","0,5",5,65,"0,444","-0,89","14,494","14,05","0,013","-0,053","0,39",0,"0,0%","0,0%",65,"36,733"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,FC,,"0,06",1,5,50,"-0,008","0,386","2,021","-1,52",0,"0,009","0,01",0,"0,0%","0,0%",50,"47,2382"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,CH4,Urban Peak,,,10,130,0,0,175,0,0,0,1000,0,"97,0%","0,0%",120,"0,0053"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,CH4,Urban Off Peak,,,10,130,0,0,175,0,0,0,1000,0,"97,0%","0,0%",120,"0,0053"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,CH4,Rural,,,10,130,0,0,80,0,0,0,1000,0,"93,0%","0,0%",120,"0,0056"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,CH4,Highway,,,10,130,0,0,70,0,0,0,1000,0,"94,0%","0,0%",120,"0,0042"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,NH3,Urban Peak,,,10,130,0,0,"0,009",0,0,0,1,0,"0,0%","0,0%",120,"0,009"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,NH3,Urban Off Peak,,,10,130,0,0,"0,009",0,0,0,1,0,"0,0%","0,0%",120,"0,009"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,NH3,Rural,,,10,130,0,0,"0,009",0,0,0,1,0,"0,0%","0,0%",120,"0,009"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,NH3,Highway,,,10,130,0,0,"0,009",0,0,0,1,0,"0,0%","0,0%",120,"0,009"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,N2O,Urban Peak,,,1,130,0,0,"0,037",0,0,0,1,0,"0,0%","0,0%",120,"0,037"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,N2O,Urban Off Peak,,,1,130,0,0,"0,037",0,0,0,1,0,"0,0%","0,0%",120,"0,037"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,N2O,Rural,,,1,130,0,0,"0,039",0,0,0,1,0,"0,0%","0,0%",120,"0,039"
Heavy Duty Trucks,Diesel,Articulated 20 - 28 t,Euro VI,DPF+SCR,N2O,Highway,,,1,130,0,0,"0,029",0,0,0,1,0,"0,0%","0,0%",120,"0,029"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,CO,,"-0,06",0,12,86,0,"0,001","1,68","-6,11","0,001","0,01","0,07",0,"0,0%","0,0%",86,"0,1912"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,CO,,"-0,06","0,5",12,86,0,"-0,002","1,806","-7,19","0,001","0,008","0,09",0,"0,0%","0,0%",86,"0,1802"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,CO,,"-0,06",1,12,86,0,"-0,002","1,825","-7,4","0,001","0,008","0,1",0,"0,0%","0,0%",86,"0,1835"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,CO,,"-0,04",0,12,86,0,"0,005","1,51","-5,23","0,001","0,011","0,03",0,"0,0%","0,0%",86,"0,2752"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,CO,,"-0,04","0,5",12,86,0,"0,002","1,929","-7,78","0,001","0,009","0,08",0,"0,0%","0,0%",86,"0,258"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,CO,,"-0,04",1,12,86,0,"-0,002","2,153","-9,31","0,001","0,007","0,1",0,"0,0%","0,0%",86,"0,257"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,CO,,"-0,02",0,12,86,0,"-0,02","1,383","7,63",0,"0,004","0,27",0,"0,0%","0,0%",86,"0,8468"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,CO,,"-0,02","0,5",12,86,0,"-0,028","2,592","8,56",0,"0,016","0,36",0,"0,0%","0,0%",86,"0,6759"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,CO,,"-0,02",1,12,86,0,"0,014","-0,46","12,13",0,"-0,017","0,27",0,"0,0%","0,0%",86,"0,6869"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,CO,,0,0,12,86,"0,001","-0,001","1,819","9,08",0,"0,016","0,24",0,"0,0%","0,0%",86,"1,483"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,CO,,0,"0,5",12,86,"0,001","-0,041","2,085","6,89","0,001","-0,005","0,39",0,"0,0%","0,0%",86,"1,7965"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,CO,,0,1,12,86,"0,001","-0,046","1,489","4,64",0,"-0,012","0,33",0,"0,0%","0,0%",86,"2,0477"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,CO,,"0,02",0,12,86,"0,001","-0,004","3,468","14,17","0,001","0,023","0,44",0,"0,0%","0,0%",86,"1,8029"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,CO,,"0,02","0,5",12,86,"0,001","0,011","-0,695","14,5","0,001","-0,024","0,3",0,"0,0%","0,0%",86,"1,9727"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,CO,,"0,02",1,12,74,"0,001","0,031","0,454","7,43","0,001","-0,007","0,23",0,"0,0%","0,0%",74,"2,1595"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,CO,,"0,04",0,12,86,0,"0,043","0,33","-6,93",0,"0,012","-0,13",0,"0,0%","0,0%",86,"1,7386"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,CO,,"0,04","0,5",12,65,"-0,002","0,495","9,028","8,05","0,002","0,113","0,68",0,"0,0%","0,0%",65,"2,3531"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,CO,,"0,04",1,12,51,"-0,001","0,264","5,702","6,38","0,001","0,056","0,39",0,"0,0%","0,0%",51,"3,4061"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,CO,,"0,06",0,12,73,"0,002","0,396","4,464","-16,69","0,002","0,125","-0,56",0,"0,0%","0,0%",73,"2,3066"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,CO,,"0,06","0,5",12,49,0,"0,431","11,458","16,34","0,001","0,112","0,89",0,"0,0%","0,0%",49,"3,6009"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,CO,,"0,06",1,11,36,"-0,001","0,3","4,584","3,65","0,001","0,046","0,23",0,"0,0%","0,0%",36,"4,6793"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,NOx,,"-0,06",0,12,86,0,"-0,005","0,414","3,02",0,"0,003","0,04",0,"0,0%","0,0%",86,"0,2478"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,NOx,,"-0,06","0,5",12,86,0,"0,017","3,236","-1,49","0,001","0,004","0,22",0,"0,0%","0,0%",86,"0,2705"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,NOx,,"-0,06",1,12,86,0,"0,013","3,105","-0,32","0,001",0,"0,28",0,"0,0%","0,0%",86,"0,2826"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,NOx,,"-0,04",0,12,86,0,"-0,018","1,462","6,71",0,"0,006","0,1",0,"0,0%","0,0%",86,"0,4681"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,NOx,,"-0,04","0,5",12,86,"-0,001","0,041","4,093","-2,52","0,001","0,018","0,13",0,"0,0%","0,0%",86,"0,3359"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,NOx,,"-0,04",1,12,86,"-0,001","0,043","4,954","-2,59","0,001","0,015","0,23",0,"0,0%","0,0%",86,"0,3509"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,NOx,,"-0,02",0,12,86,"-0,001","0,12","5,755","8,59",0,"0,03","0,14",0,"0,0%","0,0%",86,"1,8961"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,NOx,,"-0,02","0,5",12,86,0,"-0,012","0,97","-6,66",0,"0,004","-0,02",0,"0,0%","0,0%",86,"0,299"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,NOx,,"-0,02",1,12,86,0,"-0,017","1,293","-6,7",0,"0,003",0,0,"0,0%","0,0%",86,"0,2247"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,NOx,,0,0,12,86,0,"0,067","5,777","23,14",0,"0,021","0,23",0,"0,0%","0,0%",86,"7,5029"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,NOx,,0,"0,5",12,86,"0,007","0,975","11,669","6,52","0,001","0,06","0,19",0,"0,0%","0,0%",86,"9,0235"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,NOx,,0,1,12,86,"0,001","0,426","12,541","-11,26",0,"0,031","0,22",0,"0,0%","0,0%",86,"10,4194"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,NOx,,"0,02",0,12,86,0,"0,097","5,372","16,28",0,"0,014","0,18",0,"0,0%","0,0%",86,"15,4238"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,NOx,,"0,02","0,5",12,86,0,"0,081","3,578","6,67",0,"0,006","0,09",0,"0,0%","0,0%",86,"22,0529"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,NOx,,"0,02",1,12,74,"-0,001","0,116","5,033","6,07",0,"0,006","0,11",0,"0,0%","0,0%",74,"27,6025"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,NOx,,"0,04",0,12,86,0,"0,103","4,382","8,36",0,"0,008","0,12",0,"0,0%","0,0%",86,"23,5332"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,NOx,,"0,04","0,5",12,65,"0,015","1,843","2,716","-4,61",0,"0,055","-0,1",0,"0,0%","0,0%",65,"33,6165"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,NOx,,"0,04",1,12,51,"-0,004","0,268","-1,462","-8,72",0,"0,007","-0,06",0,"0,0%","0,0%",51,"43,9165"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,NOx,,"0,06",0,12,73,"0,001","0,151","1,959","10,91",0,"0,006","0,06",0,"0,0%","0,0%",73,"30,0172"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,NOx,,"0,06","0,5",12,49,"0,014","-0,359","1,908","7,59",0,"-0,009","0,07",0,"0,0%","0,0%",49,"46,1067"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,NOx,,"0,06",1,11,36,"-0,01","0,364","0,938","4,38",0,"0,006","0,01",0,"0,0%","0,0%",36,"61,3845"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,VOC,,"-0,06",0,12,86,0,"-0,008","0,955","2,46",0,"0,038","0,22",0,"0,0%","0,0%",86,"0,1234"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,VOC,,"-0,06","0,5",12,86,0,"-0,011","1,158","2,53","0,001","0,041","0,32",0,"0,0%","0,0%",86,"0,1261"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,VOC,,"-0,06",1,12,86,0,"-0,013","1,464","2,34","0,001","0,053","0,37",0,"0,0%","0,0%",86,"0,1267"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,VOC,,"-0,04",0,12,86,0,0,"2,645",0,"0,001","0,099","0,18",0,"0,0%","0,0%",86,"0,1339"
Heavy Duty Trucks,Diesel,Articulated 28 - 34 t,Conventional,,VOC,,"-0,04","0,5",12,86,0,"-0,008","1,142","1,94",0,"0,044","0,18",0,"0,0%","0,0%",86,"0,1266"
